"Record ID","Repeat Instrument","Repeat Instance","Historic Data","Date Record Entered:","Type of Climb","Date of Climb","Name of Climb:","Grade of Climb (YDS):","Grade of Climb (YDS):","Grade of Climb (Fr):","Grade of Climb (Fr):","Grade of Climb (V Scale):","Grade of Climb (V Scale):","Difficulty Calc","Type of Protection:","Type of Ascent:","Type of Ascent:",Repeat?,"Second Go?",Followed?,"Pink Point?","Notes about the Climb","Climbing Area:","Wall/Boulder Within Area:",Latitude,Longitude,Complete?,"Upload Picture","Picture Notes:",Complete?
716,,,,2019-06-28,Route,2019-06-28,"Little Buckaroo",5.11b,5.11b,,,,,14,Sport,Onsight,,,,,,,"Wild Iris","Aspen Glades",,,Complete,,,
717,,,,2019-06-28,Route,2019-06-28,Wotai,5.10d,5.10d,,,,,12,Sport,Onsight,,,,,,,"Wild Iris","The Erratic",,,Complete,,,
718,,,,2019-06-28,Route,2019-06-28,"Pocket Hero",5.10a,5.10a,,,,,9,Sport,Onsight,,,,,,,"Wild Iris","The Erratic",,,Complete,,,
719,,,,2019-08-31,Route,2019-08-31,"Who Let The Snakes Out",5.10a,5.10a,,,,,9,Sport,"Red Point",,Repeat,,,,"Warm up, climbed twice","Jackson Falls","Snakes Roof",,,Complete,,,
720,,,,2019-08-31,Route,2019-08-31,"Group Therapy",5.10c,5.10c,,,,,11,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","The Gallery",,,Complete,,,
721,,,,2019-08-31,Route,2019-08-31,"Frizzell Fry",5.12b,5.12b,,,,,18,Sport,"Red Point",,Repeat,,,,"3rd go of the day","Jackson Falls","Beaver Wall",37.5046529,-88.6894959,Complete,,,
722,,,,2019-08-31,Route,2019-08-31,"Umbrella Girl",5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,"3 laps, 1 hang, 1 send, 1 back rope send","Jackson Falls","Snakes Roof",,,Complete,,,
723,,,,2019-08-31,Route,2019-08-31,"Everybody Needs Friends",5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Beaver Wall",,,Complete,,,
724,,,,2019-09-01,Route,2019-09-01,"Sweet Leaf",5.9,5.9,,,,,8,Sport,Flash,,,,,,"Climbed twice","Jackson Falls","Rainy Day Roof",37.5042595,-88.6843904,Complete,,,
725,,,,2019-09-01,Route,2019-09-01,"Raise the Roof",5.10b,5.10b,,,,,10,Sport,"Red Point",,,"Second Go",,,"Took two goes","Jackson Falls","Rainy Day Roof",37.5042539,-88.6844403,Complete,,,
726,,,,2019-09-01,Route,2019-09-01,"Fat and Sassy",5.9,5.9,,,,,8,Sport,"Red Point",,Repeat,,,,X2,"Jackson Falls","Rainy Day Roof",,,Complete,,,
727,,,,2019-09-01,Route,2019-09-01,Zapped,5.11a,5.11a,,,,,13,Sport,Flash,,,,,,Repeat?,"Jackson Falls","Rainy Day Roof",,,Complete,,,
728,,,,2019-09-01,Route,2019-09-01,Flash,5.10c,5.10c,,,,,11,Sport,Onsight,,,,,,Repeat?,"Jackson Falls","Rainy Day Roof",,,Complete,,,
729,,,,2019-09-01,Route,2019-09-01,Industry,5.12a,5.12a,,,,,17,Sport,"Hang/Attempted - No Send",,Repeat,,,,,"Jackson Falls","Industry Area",37.5042214,-88.6847499,Complete,,,
730,,,,2019-09-30,Route,2019-09-28,Tarantella,5.10a,5.10a,,,,,9,Sport,"Red Point",,Repeat,,,,,"The Obed","Lilly Bluff",,,Complete,,,
731,,,,2019-09-30,Route,2019-09-28,"Rocking Chair",5.9,5.9,,,,,8,Sport,"Red Point",,Repeat,,,,,"The Obed","Lilly Bluff",,,Complete,,,
732,,,,2019-09-30,Route,2019-09-28,"Clyde the Mega Dude",5.11c,5.11c,,,,,15,Sport,"Red Point",,Repeat,,,,,"The Obed","Lilly Bluff",,,Complete,,,
733,,,,2019-09-30,Route,2019-09-28,"Ticks Are For Kids",5.10a,5.10a,,,,,9,Sport,"Red Point",,Repeat,,,,,"The Obed","Lilly Bluff",,,Complete,,,
734,,,,2019-09-30,Route,2019-09-28,Egyptian,5.11d,5.11d,,,,,16,Sport,Onsight,,,,,,,"The Obed","Lilly Bluff",,,Complete,,,
735,,,,2019-09-30,Route,2019-09-28,Neanderthal,5.10,5.10,,,,,,Trad,Onsight,,,,,,,"The Obed","Lilly Bluff",,,Complete,,,
736,,,,2019-09-30,Route,2019-09-28,Gangsta,5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,"Took 2 goes for Red point this day","The Obed","Lilly Bluff",,,Complete,,,
737,,,,2019-09-30,Route,2019-09-29,"Rocking Chair",5.9,5.9,,,,,8,Sport,"Red Point",,Repeat,,,,,"The Obed","Lilly Bluff",,,Complete,,,
738,,,,2019-09-30,Route,2019-09-29,"Whipper Snapper",5.11a,5.11a,,,,,13,Sport,"Red Point",,Repeat,,,,,"The Obed","Lilly Bluff",,,Complete,,,
739,,,,2019-09-30,Route,2019-09-29,"Boogie Man",5.12d,5.12d,,,,,20,Sport,"Hang/Attempted - No Send",,,,,,"Lots of attempts, hard but cool!","The Obed","Lilly Bluff",,,Complete,,,
740,,,,2019-10-12,Route,2019-10-12,"Ticks Are For Kids",5.10a,5.10a,,,,,9,Sport,"Red Point",,Repeat,,,,,"The Obed","Lilly Bluff",36.1039723,-84.7190352,Complete,,,
741,,,,2019-10-12,Route,2019-10-12,Paraphernalia,5.10b,5.10b,,,,,10,Sport,"Red Point",,Repeat,,,,,"The Obed","Lilly Bluff",36.1039723,-84.7190352,Complete,,,
742,,,,2019-10-14,Route,2019-10-12,Gangsta,5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"The Obed","Lilly Bluff",,,Complete,,,
743,,,,2019-10-14,Route,2019-10-12,Gangsta,5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"The Obed","Lilly Bluff",,,Complete,,,
744,,,,2019-10-14,Route,2019-10-12,"Boogie Man",5.12d,5.12d,,,,,20,Sport,"Hang/Attempted - No Send",,,,,,"2 attempts","The Obed","Lilly Bluff",,,Complete,,,
745,,,,2019-10-14,Route,2019-10-12,Heresy,5.11c,5.11c,,,,,15,Sport,"Red Point",,Repeat,,,,,"The Obed","Lilly Bluff",,,Complete,,,
746,,,,2019-10-14,Route,2019-10-12,Heresy,5.11c,5.11c,,,,,15,Sport,"Red Point",,Repeat,,Followed,,,"The Obed","Lilly Bluff",,,Complete,,,
747,,,,2019-10-14,Route,2019-10-13,"Fun Employed",5.10b,5.10b,,,,,10,Sport,Onsight,,,,,,,"Castle Rock","Point Butress",,,Complete,,,
748,,,,2019-10-14,Route,2019-10-13,Swindled,5.11b,5.11b,,,,,14,Sport,"Red Point",,Repeat,,,,,"Castle Rock","Point Butress",,,Complete,,,
749,,,,2019-10-14,Route,2019-10-13,"King Pin",5.11b,5.11b,,,,,14,Sport,Onsight,,,,,,,"Castle Rock","Point Butress",,,Complete,,,
750,,,,2019-10-14,Route,2019-10-13,Escapism,5.13a,5.13a,,,,,21,Sport,"Hang/Attempted - No Send",,,,,,"Tried Twice","Castle Rock","Predator Wall",,,Complete,,,
751,,,,2019-10-14,Route,2019-10-13,"Wish I Was Trad",5.11c,5.11c,,,,,15,Sport,"Hang/Attempted - No Send",,,,,,"Fell a few times, very tired, harder than I remember!","Castle Rock","Predator Wall",,,Complete,,,
752,,,,2019-10-21,Route,2019-10-19,"Hidden Treasure",5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Lovely Tower",,,Complete,,,
753,,,,2019-10-21,Route,2019-10-19,"Lost Innocence",5.12c,5.12c,,,,,19,Sport,"Hang/Attempted - No Send",,Repeat,,,,,"Jackson Falls","Lovely Tower",,,Complete,,,
754,,,,2019-10-21,Route,2019-10-19,"Lost Innocence",5.12c,5.12c,,,,,19,Sport,"Hang/Attempted - No Send",,Repeat,,,,,"Jackson Falls","Lovely Tower",,,Complete,,,
755,,,,2019-10-21,Route,2019-10-19,"Lost Innocence",5.12c,5.12c,,,,,19,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Lovely Tower",,,Complete,,,
756,,,,2019-10-21,Route,2019-10-19,"Hidden Treasure",5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Lovely Tower",,,Complete,,,
757,,,,2019-10-21,Route,2019-10-19,"Lost Innocence",5.12c,5.12c,,,,,19,Sport,"Hang/Attempted - No Send",,Repeat,,,,,"Jackson Falls","Lovely Tower",,,Complete,,,
758,,,,2019-10-21,Route,2019-10-19,"Little Johnny Jewel",5.11a,5.11a,,,,,13,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","The Doors",,,Complete,,,
759,,,,2019-10-21,Route,2019-10-19,"Little Johnny Jewel",5.11a,5.11a,,,,,13,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","The Doors",,,Complete,,,
760,,,,2019-10-21,Route,2019-10-20,"Through the Smoke",5.9,5.9,,,,,8,Sport,"Red Point",,Repeat,,,,"3 or 4 laps","Jackson Falls","Spleef Peak",,,Complete,,,
761,,,,2019-10-21,Route,2019-10-20,"Blue Spark",5.8,5.8,,,,,7,Sport,"Red Point",,Repeat,,,,"About 2 laps","Jackson Falls","Spleef Peak",,,Complete,,,
762,,,,2019-10-21,Route,2019-10-21,"The Garden Route",5.10a,5.10a,,,,,9,Sport,"Red Point",,Repeat,,,,"2 laps","Jackson Falls","Spleef Peak",,,Complete,,,
763,,,,2019-10-21,Route,2019-10-20,"Master Marley",5.10a,5.10a,,,,,9,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Spleef Peak",,,Complete,,,
764,,,,2019-10-27,Route,2019-10-27,"Group Therapy",5.10c,5.10c,,,,,11,Sport,"Red Point",,Repeat,,,,"X2 today","Jackson Falls","The Gallery",,,Complete,,,
765,,,,2019-10-27,Route,2019-10-27,"Dance with Destiny",5.12b,5.12b,,,,,18,Sport,"Red Point",,Repeat,,,,"3rd go","Jackson Falls","Beaver Wall Right",37.5048648,-88.6893615,Complete,,,
766,,,,2019-10-27,Route,2019-10-27,"Everybody Needs Friends",5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Beaver Wall",37.5048648,-88.6893615,Complete,,,
767,,,,2019-11-04,Route,2019-11-02,"Cut Throat",5.10b,5.10b,,,,,10,Sport,"Hang/Attempted - No Send",,Repeat,,,,,"Jackson Falls","The Gallery",,,Complete,,,
768,,,,2019-11-04,Route,2019-11-02,"Earthbound Misfit",5.10a,5.10a,,,,,9,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","The Gallery",,,Complete,,,
769,,,,2019-11-04,Route,2019-11-02,"Deep Throat",5.10b,5.10b,,,,,10,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","The Gallery",,,Complete,,,
770,,,,2019-11-04,Route,2019-11-02,"Group Therapy",5.10c,5.10c,,,,,11,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","The Gallery",,,Complete,,,
771,,,,2019-11-04,Route,2019-11-02,"Hidden Treasure",5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Lovely Tower",,,Complete,,,
772,,,,2019-11-04,Route,2019-11-02,"Lost Innocence",5.12c,5.12c,,,,,19,Sport,"Hang/Attempted - No Send",,Repeat,,,,,"Jackson Falls","Lovely Tower",,,Complete,,,
773,,,,2019-11-04,Route,2019-11-02,"Lovely Arete",5.11a,5.11a,,,,,13,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Lovely Tower",,,Complete,,,
774,,,,2019-11-04,Route,2019-11-02,"King Snake",5.12d,5.12d,,,,,20,Sport,"Hang/Attempted - No Send",,Repeat,,,,,"Jackson Falls","Battle Axe Tower",,,Complete,,,
775,,,,2019-11-04,Route,2019-11-02,"King Snake",5.12d,5.12d,,,,,20,Sport,"Hang/Attempted - No Send",,Repeat,,,,,"Jackson Falls","Battle Axe Tower",,,Complete,,,
776,,,,2019-11-04,Route,2019-11-03,"Sore Throat",5.10c,5.10c,,,,,11,Sport,"Red Point",,Repeat,,,,Wow.,"Jackson Falls","The Gallery",,,Complete,,,
777,,,,2019-11-04,Route,2019-11-03,"The Walrus",5.10b,5.10b,,,,,10,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","The Gallery",,,Complete,,,
778,,,,2019-11-04,Route,2019-11-03,"Frizzle Fry",5.12b,5.12b,,,,,18,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Beavery Wall",,,Complete,,,
779,,,,2019-11-04,Route,2019-11-03,"Mary's Cookies",5.11d,5.11d,,,,,16,Sport,Flash,,Repeat,,,,Wow.,"Jackson Falls","Big Star Wall",,,Complete,,,
780,,,,2019-11-04,Route,2019-11-03,"Blue Velvet",5.11c,5.11c,,,,,15,Sport,"Red Point",,Repeat,,,,"X2 today","Jackson Falls","Railroad Rock",,,Complete,,,
781,,,,2019-11-04,Route,2019-11-03,"American Handgunner",5.11d,5.11d,,,,,16,Sport,"Hang/Attempted - No Send",,Repeat,,,,"3rd go","Jackson Falls","Railroad Rock",37.5048648,-88.6893615,Complete,,,
782,,,,2019-11-04,Route,2019-11-03,"Wild at Heart",5.11a,5.11a,,,,,13,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Railroad Rock",37.5048648,-88.6893615,Complete,,,
783,,,,2019-11-11,Route,2019-11-09,"Earthbound Misfit",5.10a,5.10a,,,,,9,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","The Gallery",,,Complete,,,
784,,,,2019-11-11,Route,2019-11-09,"Deep Throat",5.10b,5.10b,,,,,10,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","The Gallery",,,Complete,,,
785,,,,2019-11-11,Route,2019-11-09,"Group Therapy",5.10c,5.10c,,,,,11,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","The Gallery",,,Complete,,,
786,,,,2019-11-11,Route,2019-11-09,"Umbrella Girl",5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Snakes Roof",,,Complete,,,
787,,,,2019-11-11,Route,2019-11-09,"Inner Pitbull",5.12d,5.12d,,,,,20,Sport,"Hang/Attempted - No Send",,Repeat,,,,,"Jackson Falls","Snakes Roof",,,Complete,,,
788,,,,2019-11-11,Route,2019-11-09,"Inner Pitbull",5.12d,5.12d,,,,,20,Sport,"Hang/Attempted - No Send",,Repeat,,,,,"Jackson Falls","Snakes Roof",,,Complete,,,
789,,,,2019-11-11,Route,2019-11-09,"Inner Pitbull",5.12d,5.12d,,,,,20,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Snakes Roof",,,Complete,,,
790,,,,2019-11-11,Route,2019-11-09,"Umbrella Girl",5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Snakes Roof",,,Complete,,,
791,,,,2019-11-11,Route,2019-11-09,"Who Let the Snakes Out",5.10b,5.10b,,,,,10,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Snakes Roof",,,Complete,,,
792,,,,2019-11-11,Route,2019-11-09,"Who Let the Snakes Out",5.10b,5.10b,,,,,10,Sport,"Top Rope",,Repeat,,Followed,,,"Jackson Falls","Snakes Roof",,,Complete,,,
793,,,,2019-11-11,Route,2019-11-10,"Earthbound Misfit",5.10a,5.10a,,,,,9,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","The Gallery",,,Complete,,,
794,,,,2019-11-11,Route,2019-11-10,"Cut Throat",5.10b,5.10b,,,,,10,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","The Gallery",,,Complete,,,
795,,,,2019-11-11,Route,2019-11-10,"Spiders From Mars",5.10b,5.10b,,,,,10,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Mr. Jimmy",,,Complete,,,
796,,,,2019-11-11,Route,2019-11-10,"Frizzle Fry",5.12b,5.12b,,,,,18,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Beaver Wall",,,Complete,,,
797,,,,2019-11-11,Route,2019-11-10,"Blue Velvet",5.11c,5.11c,,,,,15,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Railroad Rock",,,Complete,,,
798,,,,2019-11-11,Route,2019-11-10,"American Hangunner",5.11d,5.11d,,,,,16,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Railroad Rock",,,Complete,,,
799,,,,2019-11-11,Route,2019-11-10,"Butcher of Bagdad",5.13a,5.13a,,,,,21,Sport,"Hang/Attempted - No Send",,Repeat,,,,,"Jackson Falls","Railroad Rock",,,Complete,,,
800,,,,2019-11-11,Route,2019-11-10,"Wild at Heart",5.11a,5.11a,,,,,13,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Railroad Rock",,,Complete,,,
801,,,,2019-11-11,Route,2019-11-10,"Butcher of Bagdad",5.13a,5.13a,,,,,21,Sport,"Hang/Attempted - No Send",,Repeat,,,,,"Jackson Falls","Railroad Rock",,,Complete,,,
802,,,,2019-11-11,Route,2019-11-10,"Blue Velvet",5.11c,5.11c,,,,,15,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Railroad Rock",,,Complete,,,
803,,,,2019-11-17,Route,2019-11-16,"Tons of Fun",5.10c,5.10c,,,,,11,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Exam Wall Left",,,Complete,,,
804,,,,2019-11-17,Route,2019-11-16,DSB,5.12d,5.12d,,,,,20,Sport,"Red Point",,,,,,"4th go","Jackson Falls","Dynasty Wall",,,Complete,,,
805,,,,2019-11-17,Route,2019-11-16,"Umbrella Girl",5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Snakes Roof",37.5062212,-88.6827901,Complete,,,
806,,,,2019-11-17,Route,2019-11-17,"Group Therapy",5.10c,5.10c,,,,,11,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","The Gallery",,,Complete,,,
807,,,,2019-11-17,Route,2019-11-17,"Shock Therapy",5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","The Gallery",,,Complete,,,
808,,,,2019-11-17,Route,2019-11-17,Psychotherapy,5.10b,5.10b,,,,,10,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","The Gallery",,,Complete,,,
809,,,,2019-11-17,Route,2019-11-17,"Ragin' Cajun",5.12d,5.12d,,,,,20,Sport,"Red Point",,,,,,"3rd go","Jackson Falls","Ragin' Cajun Wall",,,Complete,,,
810,,,,2019-11-17,Route,2019-11-17,"Umbrella Girl",5.12a,5.12a,,,,,17,Sport,"Top Rope",,Repeat,,Followed,,,"Jackson Falls","Snake's Roof",,,Complete,,,
811,,,,2019-11-24,Route,2019-11-24,"Group Therapy",5.10c,5.10c,,,,,11,Sport,"Red Point",,Repeat,,,,X2,"Jackson Falls","The Gallery",,,Complete,,,
812,,,,2019-11-24,Route,2019-11-24,"Don't Mess with the Bull",5.12c,5.12c,,,,,19,Sport,"Hang/Attempted - No Send",,,,,,,"Jackson Falls","Mr. Jimmy",37.5044243,-88.6889294,Complete,,,
813,,,,2019-11-24,Route,2019-11-24,"Don't Mess with the Bull",5.12c,5.12c,,,,,19,Sport,"Red Point",,,"Second Go",,,,"Jackson Falls","Mr. Jimmy",37.5044243,-88.6889294,Complete,,,
813,Pics,1,,,,,,,,,,,,,,,,,,,,,,,,,,[document],,Complete
814,,,,2019-11-24,Route,2019-11-24,"Goin' Rogue",5.12b,5.12b,,,,,18,Sport,"Hang/Attempted - No Send",,,,,,,"Jackson Falls",,,,Complete,,,
815,,,,2019-11-24,Route,2019-11-24,"Goin' Rogue",5.12b,5.12b,,,,,18,Sport,"Red Point",,,,,,,"Jackson Falls","Snake's Roof",,,Complete,,,
816,,,,2019-11-24,Route,2019-11-24,"Here Come the Snakes",5.12c,5.12c,,,,,19,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Snakes Roof",,,Complete,,,
817,,,,2019-11-24,Route,2019-11-24,"Who Let the Snakes Out",5.10c,5.10c,,,,,11,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Snakes Roof",,,Complete,,,
818,,,,2019-11-28,Route,2019-11-28,"Cricket Serenade",5.9,5.9,,,,,8,Sport,"Red Point",,Repeat,,,,,"King's Bluff","The Alley",,,Complete,,,
819,,,,2019-11-28,Route,2019-11-28,"Community Effort",5.8,5.8,,,,,7,Sport,"Red Point",,Repeat,,,,,"King's Bluff","Lonesome Wall",,,Complete,,,
820,,,,2019-11-28,Route,2019-11-28,"Baby Kangaroo",5.8,5.8,,,,,7,Sport,"Red Point",,Repeat,,,,,"King's Bluff","Lonesome Wall",,,Complete,,,
821,,,,2019-11-28,Route,2019-11-28,"Mister Green Jeans",5.8,5.8,,,,,7,Sport,"Red Point",,Repeat,,,,,"King's Bluff","Lonesome Wall",,,Complete,,,
822,,,,2019-11-28,Route,2019-11-28,"Ritz Bitz",5.10c,5.10c,,,,,11,Sport,"Red Point",,Repeat,,,,,"King's Bluff","Lonesome Wall",,,Complete,,,
823,,,,2019-11-28,Route,2019-11-28,"Prelude to Harvest",5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"King's Bluff","Lonesome Wall",,,Complete,,,
824,,,,2019-12-16,Route,2019-12-15,Tieranny,5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,"3rd go of the day","The Obed","Tieranny Wall",,,Complete,,,
825,,,,2019-12-16,Route,2019-12-15,"Jungle Jane",5.12a,5.12a,,,,,17,Sport,"Red Point",,,"Second Go",,,,"The Obed",Tieranny,,,Complete,,,
826,,,,2019-12-30,Route,2019-12-21,"Steve's Arete",5.11a,5.11a,,,,,13,Sport,"Red Point",,,"Second Go",,,,"Mt. Lemmon/Windy Point East","Hunchback Pinnacle",,,Complete,,,
827,,,,2019-12-30,Route,2019-12-21,"Ropeless Romantic",5.9,5.9,,,,,8,Sport,Onsight,,,,,,,"Mt. Lemmon/Windy Point East","Wind Wall",,,Complete,,,
828,,,,2019-12-30,Route,2019-12-21,Tsunami,5.12,5.12,,,,,,Sport,"Red Point",,,,,,"3rd go","Mt. Lemmon/Windy Point East","New Wave Wall",,,Complete,,,
829,,,,2019-12-30,Route,2019-12-22,"Short Vacation",5.10a,5.10a,,,,,9,Sport,Flash,,,,,,,"La Milagrosa Canyon","Main Wall",,,Complete,,,
830,,,,2019-12-30,Route,2019-12-22,"Bad Santa",5.10b,5.10b,,,,,10,Sport,Onsight,,,,,,,"La Milagrosa Canyon","Main Wall",,,Complete,,,
831,,,,2019-12-30,Route,2019-12-22,"Lugee Head",5.11,5.11,,,,,,Sport,Onsight,,,,,,,"La Milagrosa Canyon","Main Wall",,,Complete,,,
832,,,,2019-12-30,Route,2019-12-22,"Welcome to Milagrosa",5.10b,5.10b,,,,,10,Sport,Onsight,,,,,,,"La Milagrosa Canyon","Main Wall",,,Complete,,,
833,,,,2019-12-30,Route,2019-12-22,"The Wizard",5.12a,5.12a,,,,,17,Sport,Onsight,,,,,,,"La Milagrosa Canyon","Main Wall",,,Complete,,,
834,,,,2019-12-30,Route,2019-12-22,"Where the Buffalo Roam",5.10d,5.10d,,,,,12,Sport,Flash,,,,,,,"La Milagrosa Canyon","Main Wall",,,Complete,,,
835,,,,2019-12-30,Route,2019-12-23,"Crystal Pistol",5.8,5.8,,,,,7,Sport,Onsight,,,,,,,"The Homestead","Welcome Wall",,,Complete,,,
836,,,,2019-12-30,Route,2019-12-23,"Blue Lime Pie",5.10a,5.10a,,,,,9,Sport,Flash,,,,,,,"The Homestead","Welcome Wall",,,Complete,,,
837,,,,2019-12-30,Route,2019-12-23,"Wish Bone",5.11a,5.11a,,,,,13,Sport,Onsight,,,,,,,"The Homestead","Bone Town",,,Complete,,,
838,,,,2019-12-30,Route,2019-12-23,"Cry a Little Send a Little",5.10c,5.10c,,,,,11,Sport,Onsight,,,,,,,"The Homestead","Tufa City",,,Complete,,,
839,,,,2019-12-30,Route,2019-12-26,"40 to Life",5.10a,5.10a,,,,,9,Sport,Onsight,,,,,,,"Mt. Lemmon/Prison Camp","Mr. Meanor Wall",,,Complete,,,
840,,,,2019-12-30,Route,2019-12-26,"Assault with Battery",5.10d,5.10d,,,,,12,Sport,Onsight,,,,,,,"Mt. Lemmon/Prison Camp","Jailhouse Rock",,,Complete,,,
841,,,,2019-12-30,Route,2019-12-26,"Armed Robbery",5.11,5.11,,,,,,Sport,Onsight,,,,,,,"Mt. Lemmon/Prison Camp","Jailhouse Rock",,,Complete,,,
842,,,,2019-12-30,Route,2019-12-26,"Sentenced to Hang",5.12b,5.12b,,,,,18,Sport,"Red Point",,,"Second Go",,,,"Mt. Lemmon/Prison Camp","Jailhouse Rock",,,Complete,,,
843,,,,2019-12-30,Route,2019-12-26,"Climb Spree",5.11d,5.11d,,,,,16,Sport,"Hang/Attempted - No Send",,,,,,"2 tries, no send either one","Mt. Lemmon/Prison Camp","Jailhouse Rock",,,Complete,,,
844,,,,2020-01-06,Route,2020-01-01,"Little T",5.11b,5.11b,,,,,14,Sport,Onsight,,,,,,,"RRG/Miller Fork","Secret Garden",,,Complete,,,
845,,,,2020-01-06,Route,2020-01-01,"Little Wing",5.9,5.9,,,,,8,Sport,Flash,,,,,,,"RRG/Miller Fork","Secret Garden",,,Complete,,,
846,,,,2020-01-06,Route,2020-01-01,"Bees in the Trap",5.11d,5.11d,,,,,16,Sport,"Red Point",,,,,,,"RRG/Miller Fork","Secret Garden",,,Complete,,,
847,,,,2020-01-06,Route,2020-01-01,"Nilbog Night Life",5.9,5.9,,,,,8,Sport,Flash,,,,,,,"RRG/Miller Fork","Secret Garden",,,Complete,,,
848,,,,2020-01-06,Route,2020-01-01,"Bees in the Trap",5.11d,5.11d,,,,,16,Sport,"Red Point",,Repeat,,,,,"RRG/Miller Fork","Secret Garden",,,Complete,,,
849,,,,2020-01-06,Route,2020-01-01,"Gettin' Woolly",5.12a,5.12a,,,,,17,Sport,Onsight,,,,,,!!!!,"RRG/Miller Fork","Secret Garden",,,Complete,,,
850,,,,2020-01-06,Route,2020-01-01,"Sloppy Seconds",5.11a,5.11a,,,,,13,Sport,"Red Point",,Repeat,,,,,"RRG/Miller Fork","Secret Garden",,,Complete,,,
851,,,,2020-01-06,Route,2020-01-01,ae911truth.org,5.10b,5.10b,,,,,10,Sport,"Red Point",,Repeat,,,,,"RRG/Miller Fork","Secret Garden",,,Complete,,,
852,,,,2020-01-06,Route,2020-01-01,Rethink911.org,5.10b,5.10b,,,,,10,Sport,Flash,,,,,,,"RRG/Miller Fork","Secret Garden",,,Complete,,,
853,,,,2020-01-06,Route,2020-01-01,patriotsquestion911.org,5.11a,5.11a,,,,,13,Sport,Onsight,,,,,,,"RRG/Miller Fork","Secret Garden",,,Complete,,,
854,,,,2020-01-06,Route,2020-01-04,"Group Therapy",5.10c,5.10c,,,,,11,Sport,"Red Point",,Repeat,,,,"Climbed 4 times","Jackson Falls","The Gallery",,,Complete,,,
855,,,,2020-01-06,Route,2020-01-04,"Eminent Domain",5.12d,5.12d,,,,,20,Sport,"Red Point",,,,,,"2nd go of the Day :)","Jackson Falls","Battle Axe Tower",,,Complete,,,
856,,,,2020-01-06,Route,2020-01-05,"Deep Throat",5.10b,5.10b,,,,,10,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","The Gallery",,,Complete,,,
857,,,,2020-01-06,Route,2020-01-05,"Group Therapy",5.10c,5.10c,,,,,11,Sport,"Red Point",,Repeat,,,,"Climbed twice","Jackson Falls","The Gallery",,,Complete,,,
858,,,,2020-01-06,Route,2020-01-05,"Shorty the Pimp",5.13a,5.13a,,,,,21,Sport,"Hang/Attempted - No Send",,,,,,"Tried 3 times, very close on 2 of them!!","Jackson Falls","Beaver Wall",,,Complete,,,
